,geometry,ev_stations_counts,ev_stations_geometries,parking_counts,restaurant_counts,library_counts,university_counts,school_counts,park_counts,cinema_counts,place_of_worship_counts,retail_counts,commercial,nodes,edges,road_density,pop_density
128,"POLYGON ((2.391155976 48.90072452907728, 2.3912105 48.9006945, 2.3912182 48.9006901, 2.3912233 48.9006873, 2.3912784 48.9006562, 2.39374 48.8992669, 2.3955274 48.8982617, 2.3957809 48.8978504, 2.3960266 48.8974517, 2.396441 48.8967793, 2.3964598 48.8967483, 2.3969294 48.895982, 2.3969977 48.8958673, 2.3970261 48.8958206, 2.397073 48.8957432, 2.397727 48.8946512, 2.3977623 48.8945923, 2.3980139 48.8936755, 2.3980216 48.8936459, 2.3980285 48.8936194, 2.3980461 48.8935581, 2.3980795 48.8934363, 2.3981193 48.8932835, 2.398286 48.8926313, 2.3983110031610466 48.89253594444444, 2.391155976 48.89253594444444, 2.391155976 48.90072452907728))",0,[],2,0,0,0,0,0,0,0,0,0,5,7,0.35,37.934201353043726
129,"POLYGON ((2.3983110031610466 48.89253594444444, 2.3986237 48.8913434, 2.3987974 48.89024, 2.3989152 48.8895628, 2.3991689 48.8883292, 2.3991897 48.8882343, 2.3991941 48.8876735, 2.3991945 48.8876351, 2.3992054 48.886712, 2.3992069 48.8865405, 2.399208 48.8858693, 2.3992165 48.8854211, 2.4000919 48.8838165, 2.400981504 48.88303811264644, 2.400981504 48.88291588888889, 2.391155976 48.88291588888889, 2.391155976 48.89253594444444, 2.3983110031610466 48.89253594444444))",0,[],4,17,1,0,4,3,1,1,4,0,77,138,0.023581681476418318,44.95886252849977
130,"POLYGON ((2.400981504 48.88291588888889, 2.400981504 48.87329583333333, 2.391155976 48.87329583333333, 2.391155976 48.88291588888889, 2.400981504 48.88291588888889))",3,"[[<POINT (2.4 48.876)>], [<POINT (2.391 48.874)>], [<POINT (2.392 48.878)>]]",2,17,2,0,9,6,0,1,4,0,63,117,0.029953917050691243,46.39946584914692
131,"POLYGON ((2.400981504 48.87329583333333, 2.400981504 48.86367577777778, 2.391155976 48.86367577777778, 2.391155976 48.87329583333333, 2.400981504 48.87329583333333))",4,"[[<POINT (2.397 48.867)>], [<POINT (2.393 48.866)>], [<POINT (2.399 48.872)>], [<POINT (2.398 48.864)>]]",2,62,3,0,18,6,1,2,5,2,86,153,0.020930232558139535,48.56834638833081
132,"POLYGON ((2.400981504 48.86367577777778, 2.400981504 48.85405572222222, 2.391155976 48.85405572222222, 2.391155976 48.86367577777778, 2.400981504 48.86367577777778))",0,[],3,27,1,1,13,4,0,6,1,1,32,46,0.046370967741935484,49.09918925489271
133,"POLYGON ((2.400981504 48.85405572222222, 2.400981504 48.84443566666667, 2.391155976 48.84443566666667, 2.391155976 48.85405572222222, 2.400981504 48.85405572222222))",7,"[[<POINT (2.396 48.846)>], [<POINT (2.394 48.848)>], [<POINT (2.394 48.848)>], [<POINT (2.394 48.848)>], [<POINT (2.394 48.848)>], [<POINT (2.394 48.848)>], [<POINT (2.394 48.848)>]]",18,78,1,0,8,2,1,0,6,3,81,149,0.022993827160493828,44.7986428613838
134,"POLYGON ((2.400981504 48.84443566666667, 2.400981504 48.83481561111111, 2.391155976 48.83481561111111, 2.391155976 48.84443566666667, 2.400981504 48.84443566666667))",0,[],5,56,1,0,10,7,0,4,3,1,80,140,0.022151898734177215,30.947661417963978
135,"POLYGON ((2.400981504 48.83481561111111, 2.400981504 48.82921927886079, 2.3997742 48.8288784, 2.3957464 48.8277321, 2.3943522 48.8275128, 2.3933003 48.8270539, 2.393214 48.8270163, 2.391155976 48.82612140018403, 2.391155976 48.83481561111111, 2.400981504 48.83481561111111))",6,"[[<POINT (2.399 48.831)>], [<POINT (2.399 48.831)>], [<POINT (2.399 48.831)>], [<POINT (2.399 48.831)>], [<POINT (2.399 48.831)>], [<POINT (2.398 48.831)>]]",6,3,0,0,1,0,0,0,1,0,19,29,0.0847953216374269,30.947661417963975
136,"POLYGON ((2.400981504 48.88303811264644, 2.401121191191876 48.88291588888889, 2.400981504 48.88291588888889, 2.400981504 48.88303811264644))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
137,"POLYGON ((2.401121191191876 48.88291588888889, 2.4014693 48.8826113, 2.4037173 48.8814851, 2.4046122 48.8812198, 2.4071395 48.8805138, 2.4083783 48.8803825, 2.409293 48.8802781, 2.410807032 48.87846453211279, 2.410807032 48.87329583333333, 2.400981504 48.87329583333333, 2.400981504 48.88291588888889, 2.401121191191876 48.88291588888889))",0,[],4,8,0,0,5,2,1,2,1,1,62,103,0.027234267583289264,47.06405710904588
138,"POLYGON ((2.410807032 48.87329583333333, 2.410807032 48.86367577777778, 2.400981504 48.86367577777778, 2.400981504 48.87329583333333, 2.410807032 48.87329583333333))",3,"[[<POINT (2.409 48.873)>], [<POINT (2.405 48.865)>], [<POINT (2.409 48.866)>]]",1,22,1,0,6,5,0,5,1,1,86,138,0.018878248974008208,48.568346388330795
139,"POLYGON ((2.410807032 48.86367577777778, 2.410807032 48.85405572222222, 2.400981504 48.85405572222222, 2.400981504 48.86367577777778, 2.410807032 48.86367577777778))",2,"[[<POINT (2.403 48.859)>], [<POINT (2.406 48.861)>]]",4,25,1,0,16,7,0,2,4,1,72,119,0.023278560250391236,48.56834638833081
140,"POLYGON ((2.410807032 48.85405572222222, 2.410807032 48.84443566666667, 2.400981504 48.84443566666667, 2.400981504 48.85405572222222, 2.410807032 48.85405572222222))",1,[[<POINT (2.406 48.85)>]],2,43,1,0,12,8,0,2,4,0,74,131,0.02425027767493521,43.653377880275954
141,"POLYGON ((2.410807032 48.84443566666667, 2.410807032 48.83481561111111, 2.400981504 48.83481561111111, 2.400981504 48.84443566666667, 2.410807032 48.84443566666667))",2,"[[<POINT (2.407 48.844)>], [<POINT (2.41 48.841)>]]",12,24,0,0,15,12,0,3,2,0,82,142,0.021379102679915687,30.94766141796398
142,"POLYGON ((2.410807032 48.83481561111111, 2.410807032 48.82519555555556, 2.410232670548038 48.82519555555556, 2.4100482 48.8252583, 2.4099036 48.8253074, 2.4096219 48.8254189, 2.4092442 48.8255893, 2.4087713 48.8258283, 2.4083083 48.8260909, 2.407706 48.8264733, 2.4072826 48.8267646, 2.4065165 48.8273596, 2.4062283 48.8275739, 2.4054526 48.8281474, 2.4051946 48.8283313, 2.4049181 48.8285175, 2.4045837 48.828725, 2.4042668 48.8289036, 2.4039187 48.8290697, 2.4036629 48.8291808, 2.4030825 48.8294233, 2.4024879 48.8296469, 2.401494 48.8293657, 2.4013057 48.8293102, 2.4009961 48.8292234, 2.400981504 48.82921927886079, 2.400981504 48.83481561111111, 2.410807032 48.83481561111111))",0,[],3,1,0,0,0,1,0,0,0,0,16,22,0.09166666666666666,30.98728159966941
143,"POLYGON ((2.410807032 48.82519555555556, 2.410807032 48.82505095800942, 2.4108039 48.8250515, 2.4105181 48.8251161, 2.4102556 48.8251885, 2.4102443 48.8251916, 2.410232670548038 48.82519555555556, 2.410807032 48.82519555555556))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
144,"POLYGON ((2.410807032 48.87846453211279, 2.4108392 48.878426, 2.410856 48.8784046, 2.4118563 48.877152, 2.4125003 48.8763788, 2.412525 48.8762834, 2.4125297 48.8762513, 2.4128442 48.8752063, 2.4128549 48.8751692, 2.4131542 48.8741348, 2.4131861 48.8740448, 2.4132183 48.8739412, 2.4132894 48.8736942, 2.4134012 48.8733081, 2.413404794998942 48.87329583333333, 2.410807032 48.87329583333333, 2.410807032 48.87846453211279))",0,[],0,0,0,0,0,0,0,0,0,0,7,11,0.2619047619047619,38.29683443746249
145,"POLYGON ((2.413404794998942 48.87329583333333, 2.4134473 48.8731508, 2.4136317 48.8724474, 2.4136461 48.8724055, 2.4138209 48.8705645, 2.4139452 48.8695112, 2.4139679 48.8693058, 2.4140042 48.8689246, 2.4139667 48.8678519, 2.413965 48.8675931, 2.4139614 48.8674618, 2.413912 48.8656741, 2.4138943 48.8651716, 2.4138599 48.8640706, 2.4139019 48.8637648, 2.4139139300300294 48.86367577777778, 2.410807032 48.86367577777778, 2.410807032 48.87329583333333, 2.413404794998942 48.87329583333333))",0,[],5,0,0,0,6,2,0,0,0,0,19,21,0.06140350877192982,45.93324027517947
146,"POLYGON ((2.4139139300300294 48.86367577777778, 2.4139144 48.8636723, 2.4139599 48.8633341, 2.4140589 48.8625712, 2.4145003 48.8598239, 2.4146685 48.8588654, 2.4147117 48.8587061, 2.4148508 48.8577988, 2.4149659 48.8570846, 2.4151669 48.8558675, 2.4152669 48.8552629, 2.4152827 48.8551803, 2.4153405 48.8548473, 2.415461 48.8542264, 2.415497573809524 48.85405572222222, 2.410807032 48.85405572222222, 2.410807032 48.86367577777778, 2.4139139300300294 48.86367577777778))",0,[],0,0,0,0,0,2,0,0,0,0,26,34,0.052307692307692305,48.56834638833079
147,"POLYGON ((2.415497573809524 48.85405572222222, 2.415524 48.8539324, 2.4155987 48.8534671, 2.4157103 48.8527876, 2.4158824 48.8518014, 2.416014 48.850994, 2.416038 48.8508465, 2.4161976 48.8498896, 2.4163604 48.8492351, 2.4164374 48.8487895, 2.4164078 48.8486413, 2.4164034 48.8486194, 2.4163914 48.8485641, 2.4163564 48.8483846, 2.4163042 48.8481235, 2.4162954 48.8480794, 2.4162624 48.8479143, 2.4162557 48.8478811, 2.4162005 48.847605, 2.4161931 48.8475679, 2.4161844 48.8475243, 2.4161771 48.847488, 2.4161592 48.8473985, 2.4161556 48.8473806, 2.4161381 48.8472933, 2.416119 48.8472048, 2.4160714 48.8469823, 2.4159926 48.8466141, 2.4159377 48.8464997, 2.4159441 48.8464432, 2.4158669 48.8459598, 2.4158594 48.8459217, 2.4158088 48.8456674, 2.4157916 48.845581, 2.415793 48.8455794, 2.4157655 48.8454469, 2.4157466 48.8453599, 2.4157227 48.8452458, 2.4156926 48.845106, 2.41548631435129 48.84443566666667, 2.410807032 48.84443566666667, 2.410807032 48.85405572222222, 2.415497573809524 48.85405572222222))",0,[],1,3,1,0,5,7,0,1,0,0,64,90,0.022321428571428572,44.06703633013717
148,"POLYGON ((2.41548631435129 48.84443566666667, 2.4153127 48.8438715, 2.4153056 48.8438487, 2.4152499 48.843665, 2.415209 48.8435303, 2.4151811 48.8434373, 2.415178 48.8434269, 2.4151421 48.8433199, 2.4144915 48.8412349, 2.4143498 48.8407524, 2.4143134 48.8406323, 2.4142862 48.840537, 2.4142573 48.8404383, 2.4142499 48.8404131, 2.4140656 48.8397848, 2.414057 48.8397453, 2.413979 48.8394954, 2.4139569 48.8394155, 2.4139342 48.8393327, 2.4139277 48.8393106, 2.413905 48.8392331, 2.413898 48.8392092, 2.4138875 48.8391733, 2.4138588 48.8390755, 2.4138484 48.83904, 2.4138157 48.8389283, 2.4138044 48.83889, 2.4137922 48.8388482, 2.4137822 48.8388142, 2.413719 48.8385986, 2.4136412 48.8383331, 2.4135969 48.8381828, 2.4135428 48.8379882, 2.4135331 48.8379542, 2.413513 48.8378838, 2.4133719 48.8375097, 2.4133474 48.8374389, 2.4133095 48.837337, 2.4131424 48.8368954, 2.4131004 48.8367846, 2.4130362 48.8366109, 2.4130221 48.8365726, 2.4130023 48.8365188, 2.4129803 48.8364593, 2.4129586 48.8364003, 2.4129239 48.8363064, 2.4128577 48.8361171, 2.4127861 48.8359233, 2.4127744 48.8358916, 2.4124881 48.8351162, 2.4124104 48.8349173, 2.412373292089274 48.83481561111111, 2.410807032 48.83481561111111, 2.410807032 48.84443566666667, 2.41548631435129 48.84443566666667))",0,[],0,0,0,0,3,0,0,0,0,0,25,40,0.06666666666666667,30.947661417963978
149,"POLYGON ((2.412373292089274 48.83481561111111, 2.4122756 48.8345479, 2.4119259 48.8343242, 2.4114001 48.833972, 2.4113209 48.833917, 2.4112276 48.8338666, 2.4114269 48.8338326, 2.4127939 48.833631, 2.4131254 48.8336049, 2.4134257 48.8335871, 2.4136526 48.8335769, 2.4139056 48.8335711, 2.4141387 48.833571, 2.4143693 48.8335759, 2.414622 48.8335877, 2.414883 48.8336055, 2.4151223 48.833626, 2.4153616 48.8336512, 2.4156077 48.8336823, 2.4158615 48.8337185, 2.4161107 48.833761, 2.4163436 48.8338049, 2.4166366 48.8338658, 2.4168864 48.8339254, 2.4171163 48.8339854, 2.4173319 48.8340448, 2.4188688 48.8345183, 2.4196543865515165 48.83481561111111, 2.42063256 48.83481561111111, 2.42063256 48.82519555555556, 2.410807032 48.82519555555556, 2.410807032 48.83481561111111, 2.412373292089274 48.83481561111111))",0,[],2,4,0,0,0,0,0,2,0,0,5,5,0.25,31.02528762582386
150,"POLYGON ((2.4196543865515165 48.83481561111111, 2.42063256 48.835185808175034, 2.42063256 48.83481561111111, 2.4196543865515165 48.83481561111111))",0,[],0,0,0,0,0,0,0,0,0,0,1,0,0.0,30.94766141796398
151,"POLYGON ((2.42063256 48.82519555555556, 2.42063256 48.82410775160009, 2.420356 48.8241138, 2.4202284 48.8241207, 2.4199475 48.8241451, 2.4198602 48.8241514, 2.419547 48.8241846, 2.4193217 48.8242118, 2.4193274 48.8242486, 2.4192314 48.8242621, 2.419034 48.8243004, 2.4186792 48.8243818, 2.4180742 48.8245385, 2.4179109 48.8245849, 2.4178147 48.8246069, 2.4177225 48.8246235, 2.4176276 48.8246398, 2.4172153 48.8247203, 2.416708 48.824794, 2.4163896 48.824825, 2.416073 48.8248444, 2.4156614 48.8248575, 2.4151562 48.8248594, 2.4146248 48.8248466, 2.4138483 48.8247961, 2.4131934 48.8247908, 2.4126166 48.8248159, 2.4122982 48.8248409, 2.4118362 48.8248881, 2.4112922 48.824967, 2.410807032 48.82505095800942, 2.410807032 48.82519555555556, 2.42063256 48.82519555555556))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,31.27903021040935
152,"POLYGON ((2.42063256 48.835185808175034, 2.421602 48.8355527, 2.4221084 48.83578, 2.4221777 48.8358143, 2.4216968 48.8366691, 2.4216385 48.8368104, 2.4215633 48.8370386, 2.4215306 48.83715, 2.4214239 48.8377072, 2.4213 48.8382468, 2.4212226 48.8385555, 2.421074 48.8390539, 2.4209919 48.8393016, 2.4208564 48.8396534, 2.4207249 48.8399465, 2.42063256 48.84013148652282, 2.42063256 48.84378798553237, 2.421977009171803 48.84443566666667, 2.4222256965646767 48.84443566666667, 2.4223441 48.8443738, 2.4224549 48.8442956, 2.4225741 48.8441997, 2.4227583 48.844006, 2.4228583 48.8438881, 2.4229404 48.8437789, 2.4230659 48.8435911, 2.4231929 48.8434022, 2.423478 48.8429793, 2.4237003 48.8426861, 2.4240616 48.8423349, 2.4245669 48.841947, 2.4248157 48.8419004, 2.4247605 48.8417696, 2.4250455 48.841725, 2.4250912 48.8417201, 2.4255749 48.8416801, 2.4275631 48.8415092, 2.4282676 48.8414483, 2.430458088 48.84126088389336, 2.430458088 48.83481561111111, 2.42063256 48.83481561111111, 2.42063256 48.835185808175034))",0,[],0,1,0,0,0,0,0,0,0,0,2,2,1.0,34.11488220659503
153,"POLYGON ((2.421977009171803 48.84443566666667, 2.4221064 48.844498, 2.4222256965646767 48.84443566666667, 2.421977009171803 48.84443566666667))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
154,"POLYGON ((2.430458088 48.83481561111111, 2.430458088 48.82519555555556, 2.42063256 48.82519555555556, 2.42063256 48.83481561111111, 2.430458088 48.83481561111111))",0,[],1,0,0,0,0,0,0,0,0,0,0,0,0.0,30.94766141796397
155,"POLYGON ((2.430458088 48.82519555555556, 2.430458088 48.823320983208674, 2.4302392 48.8234026, 2.4297508 48.8235653, 2.4292498 48.8237087, 2.4289466 48.8237863, 2.4283754 48.8239124, 2.4278325 48.8240111, 2.4271518 48.8241115, 2.4265006 48.8241836, 2.4259572 48.824229, 2.4256513 48.824248, 2.4249497 48.8242682, 2.424475 48.82427, 2.4239785 48.8242592, 2.4228735 48.824208, 2.422527 48.8241911, 2.4219893 48.8241649, 2.4217808 48.8241548, 2.4217075 48.8241527, 2.421691 48.824126, 2.4211239 48.824109, 2.4208041 48.824104, 2.42063256 48.82410775160009, 2.42063256 48.82519555555556, 2.430458088 48.82519555555556))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.94766141796398
156,"POLYGON ((2.430458088 48.84126088389336, 2.432446 48.8410908, 2.4336379 48.8409864, 2.4336793 48.8411933, 2.4339621 48.8411693, 2.4341386 48.8411543, 2.4371919 48.8408914, 2.4372728 48.841291, 2.4375339 48.8425656, 2.4375528 48.8426582, 2.4378988 48.8443709, 2.43791247987199 48.84443566666667, 2.4394677924444337 48.84443566666667, 2.4394709 48.8444354, 2.440283616 48.84436574755265, 2.440283616 48.83481561111111, 2.430458088 48.83481561111111, 2.430458088 48.84126088389336))",0,[],3,0,0,0,1,0,0,0,0,0,7,11,0.2619047619047619,30.821063271519446
157,"POLYGON ((2.43791247987199 48.84443566666667, 2.4379406 48.8445688, 2.4387349 48.8444995, 2.4393835 48.8444429, 2.4394677924444337 48.84443566666667, 2.43791247987199 48.84443566666667))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
158,"POLYGON ((2.440283616 48.83481561111111, 2.440283616 48.82519555555556, 2.430458088 48.82519555555556, 2.430458088 48.83481561111111, 2.440283616 48.83481561111111))",0,[],0,1,0,0,0,0,0,0,0,0,0,0,0.0,30.947661417963985
159,"POLYGON ((2.440283616 48.82519555555556, 2.440283616 48.818299394660066, 2.4400143 48.8183507, 2.4398636 48.8183635, 2.4397507 48.8183664, 2.4395917 48.818363, 2.4373499 48.8182191, 2.437387 48.8185935, 2.437425 48.8188267, 2.4374703 48.8191048, 2.4373606 48.8191833, 2.4372529 48.8192433, 2.4370878 48.8193167, 2.4369678 48.8193634, 2.4367628 48.8194299, 2.4364604 48.8195157, 2.4362661 48.8195603, 2.4361092 48.8195849, 2.4359635 48.8196002, 2.4351649 48.8196495, 2.4351352 48.8196472, 2.4350769 48.8196336, 2.4349332 48.819591, 2.4348187 48.8195444, 2.4345005 48.8193731, 2.4343234 48.8193853, 2.43418 48.8192814, 2.4342698 48.8199244, 2.4343025 48.8201561, 2.4324743 48.82142, 2.4328895 48.8216904, 2.432624 48.8219016, 2.4321897 48.8216184, 2.4321533 48.8216437, 2.430458088 48.82282986871353, 2.430458088 48.822966968771496, 2.4305491 48.8230771, 2.4306204 48.8231559, 2.4306911 48.8232341, 2.430458088 48.823320983208674, 2.430458088 48.82519555555556, 2.440283616 48.82519555555556))",0,[],0,0,0,0,0,0,0,0,0,0,1,0,0.0,30.94766141796398
160,"POLYGON ((2.440283616 48.84436574755265, 2.4405117 48.8443462, 2.4405221 48.8444018, 2.4405284267399274 48.84443566666667, 2.4501091440000002 48.84443566666667, 2.4501091440000002 48.83481561111111, 2.440283616 48.83481561111111, 2.440283616 48.84436574755265))",0,[],4,3,1,0,1,0,0,0,1,0,10,17,0.18888888888888888,30.741217137662304
161,"POLYGON ((2.4405284267399274 48.84443566666667, 2.4405374 48.8444837, 2.4405771 48.8446958, 2.4405929 48.844776, 2.4405999 48.8448105, 2.4406085 48.8448545, 2.4406163 48.8448879, 2.4408088 48.8448716, 2.4408738 48.8452101, 2.4406948 48.8452082, 2.4406956 48.845216, 2.4406989 48.8452505, 2.4407021 48.8452843, 2.4407662 48.8459165, 2.4441212 48.8458462, 2.4465262 48.8457499, 2.4465525 48.8457294, 2.4464103 48.8449317, 2.4464886 48.8449241, 2.4478415 48.8447922, 2.4493918 48.8446367, 2.4501091440000002 48.84453225695969, 2.4501091440000002 48.84443566666667, 2.4405284267399274 48.84443566666667))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.492587004581868
162,"POLYGON ((2.4501091440000002 48.83481561111111, 2.4501091440000002 48.82519555555556, 2.440283616 48.82519555555556, 2.440283616 48.83481561111111, 2.4501091440000002 48.83481561111111))",0,[],2,0,0,0,0,0,0,0,0,0,3,3,0.5,30.947661417963978
163,"POLYGON ((2.4501091440000002 48.82519555555556, 2.4501091440000002 48.81790121207946, 2.4496376 48.8179621, 2.4476126 48.8180268, 2.4449831 48.8179498, 2.442673 48.8179577, 2.4421595 48.8179762, 2.4416505 48.818039, 2.440283616 48.818299394660066, 2.440283616 48.82519555555556, 2.4501091440000002 48.82519555555556))",0,[],3,1,0,0,0,0,0,0,0,0,0,0,0.0,30.947661417963975
164,"POLYGON ((2.4501091440000002 48.84453225695969, 2.450772553136195 48.84443566666667, 2.4501091440000002 48.84443566666667, 2.4501091440000002 48.84453225695969))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
165,"POLYGON ((2.450772553136195 48.84443566666667, 2.4522023 48.8442275, 2.4536735 48.8440233, 2.4580645 48.8434559, 2.4596989 48.8431435, 2.459934672 48.84309764395861, 2.459934672 48.83481561111111, 2.4501091440000002 48.83481561111111, 2.4501091440000002 48.84443566666667, 2.450772553136195 48.84443566666667))",0,[],1,0,0,0,0,0,0,0,3,0,1,0,0.0,29.405013372112187
166,"POLYGON ((2.459934672 48.83481561111111, 2.459934672 48.82519555555556, 2.4501091440000002 48.82519555555556, 2.4501091440000002 48.83481561111111, 2.459934672 48.83481561111111))",0,[],10,0,0,0,0,0,0,0,0,0,2,2,1.0,30.94766141796398
167,"POLYGON ((2.459934672 48.82519555555556, 2.459934672 48.817628108435, 2.4597546 48.8175402, 2.4591969 48.8173344, 2.4592493 48.8172454, 2.4586327 48.8170123, 2.4572152 48.8170183, 2.4546881 48.8171308, 2.4545494 48.817137, 2.4538889 48.8172213, 2.4533172 48.8172942, 2.4508256 48.8178087, 2.4501091440000002 48.81790121207946, 2.4501091440000002 48.82519555555556, 2.459934672 48.82519555555556))",0,[],7,0,1,0,0,0,0,0,0,0,12,18,0.13636363636363635,30.461817158359892
168,"POLYGON ((2.459934672 48.84309764395861, 2.4608393 48.8429217, 2.4611243 48.8428549, 2.4611298 48.8428536, 2.4617397 48.8426945, 2.4622059 48.8425514, 2.4627326 48.8423677, 2.4632587 48.8421642, 2.4638398 48.841913, 2.4642297 48.8417135, 2.4645546 48.8415233, 2.4649937 48.841232, 2.4652874 48.8410224, 2.4656633 48.8407344, 2.4659365 48.8405091, 2.4663776 48.840114, 2.4665407 48.8399409, 2.4672316 48.8390937, 2.4684575 48.8378712, 2.4693053 48.8371196, 2.469417 48.8370044, 2.4695047 48.8368914, 2.4696975 48.8365902, 2.4697217 48.8365474, 2.469746 48.836491, 2.4697575 48.8364455, 2.4697602 48.8363848, 2.4697035 48.8355556, 2.4696266 48.8352843, 2.4694893 48.8348337, 2.4694809900040564 48.83481561111111, 2.459934672 48.83481561111111, 2.459934672 48.84309764395861))",0,[],0,0,0,1,0,0,0,0,0,0,1,0,0.0,23.864954550436742
169,"POLYGON ((2.4694809900040564 48.83481561111111, 2.4693886 48.8346145, 2.4692959 48.8344541, 2.4691777 48.8342828, 2.4690501 48.8341224, 2.4689375 48.8339906, 2.4687575 48.833815, 2.4685898 48.8336788, 2.4683752 48.8335373, 2.4680973 48.833399, 2.4676891 48.8332164, 2.4667271 48.8327216, 2.4664275 48.8325223, 2.4660876 48.8322528, 2.4658973 48.832072, 2.4657206 48.8318871, 2.4654908 48.8316037, 2.4653607 48.8314053, 2.4652296 48.8311514, 2.4651046 48.8308408, 2.4649828 48.8304477, 2.4646418 48.8293648, 2.4645142 48.8286098, 2.4645497 48.8279406, 2.4646098 48.8276268, 2.4649031 48.8275734, 2.4650873 48.8275399, 2.4652296 48.8276698, 2.46543 48.82757, 2.4661776 48.8273334, 2.4658462 48.8264973, 2.465761 48.8262824, 2.4656948 48.8260718, 2.465419369049477 48.82519555555556, 2.459934672 48.82519555555556, 2.459934672 48.83481561111111, 2.4694809900040564 48.83481561111111))",0,[],1,1,0,0,0,0,0,0,0,0,10,14,0.15555555555555556,30.234035466075426
170,"POLYGON ((2.465419369049477 48.82519555555556, 2.465359 48.8250035, 2.4651007 48.8249857, 2.4651733 48.8246935, 2.4652474 48.8244958, 2.4647171 48.8232776, 2.4646662 48.8232739, 2.4629064 48.8202032, 2.4626386 48.8193437, 2.4625235 48.8192671, 2.4628098 48.819077, 2.4628033 48.8190282, 2.4613077 48.8182984, 2.459934672 48.817628108435, 2.459934672 48.82519555555556, 2.465419369049477 48.82519555555556))",0,[],1,0,0,0,0,0,0,0,0,0,3,3,0.5,30.947661417963985
171,"POLYGON ((2.430458088 48.82282986871353, 2.4303863 48.8228801, 2.430458088 48.822966968771496, 2.430458088 48.82282986871353))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
172,"POLYGON ((2.42063256 48.84013148652282, 2.4206044 48.8401879, 2.4204179 48.8404984, 2.4203843 48.8405539, 2.420269 48.840693, 2.4200343 48.8408961, 2.419858 48.8410675, 2.4195701 48.8415358, 2.4194237 48.8424867, 2.4195373 48.8426934, 2.4195777 48.8427352, 2.4196351 48.8427756, 2.419711 48.8428349, 2.4197728 48.8428955, 2.4198246 48.8429555, 2.4198734 48.8430323, 2.4198789 48.8430451, 2.4199038 48.8431027, 2.4199145 48.8431492, 2.4199207 48.8432328, 2.4199177 48.8432968, 2.4199053 48.8433561, 2.4198824 48.8434266, 2.42063256 48.84378798553237, 2.42063256 48.84013148652282))",0,[],0,0,0,0,0,0,0,0,0,0,0,0,0.0,36.57827615330805
173,"POLYGON ((2.332202808 48.816971074210194, 2.3321455 48.8169799, 2.3319785 48.8170023, 2.33196 48.8170041, 2.33192 48.8170081, 2.3317414 48.8170263, 2.3320935 48.8176872, 2.332202808 48.817891288715515, 2.332202808 48.816971074210194))",0,[],0,0,0,0,0,0,0,0,0,0,1,0,0.0,40.08238212561742
